Mission Date,Count
19651001,32
19651002,20
19651003,16
19651004,29
19651005,11
19651006,23
19651007,49
19651008,51
19651009,34
19651010,28
19651011,17
19651012,11
19651013,15
19651014,10
19651015,7
19651016,25
19651017,4
19651018,26
19651019,19
19651020,14
19651021,27
19651022,36
19651023,36
19651024,28
19651025,10
19651026,30
19651027,33
19651028,19
19651029,25
19651030,33
19651031,56
19651101,61
19651102,45
19651103,29
19651104,35
19651105,52
19651106,51
19651107,40
19651108,59
19651109,57
19651110,42
19651111,48
19651112,73
19651113,68
19651114,45
19651115,56
19651116,42
19651117,67
19651118,69
19651119,51
19651120,65
19651121,66
19651122,74
19651123,77
19651124,70
19651125,68
19651126,72
19651127,56
19651128,73
19651129,61
19651130,74
19651201,55
19651202,68
19651203,75
19651204,68
19651205,53
19651206,42
19651207,48
19651208,75
19651209,57
19651210,61
19651211,50
19651212,78
19651213,58
19651214,62
19651215,46
19651216,54
19651217,43
19651218,41
19651219,50
19651220,45
19651221,68
19651222,68
19651223,70
19651224,62
19651225,5
19651226,55
19651227,53
19651228,78
19651229,68
19651230,61
19651231,68
19700101,95
19700102,144
19700103,93
19700104,77
19700105,143
19700106,141
19700107,124
19700108,183
19700109,198
19700110,170
19700111,158
19700112,165
19700113,147
19700114,146
19700115,128
19700116,136
19700117,145
19700118,156
19700119,127
19700120,152
19700121,172
19700122,171
19700123,177
19700124,180
19700125,201
19700126,194
19700127,173
19700128,121
19700129,166
19700130,133
19700131,174
19700201,144
19700202,159
19700203,142
19700204,157
19700205,104
19700206,92
19700207,110
19700208,143
19700209,107
19700210,83
19700211,113
19700212,120
19700213,91
19700214,167
19700215,162
19700216,132
19700217,142
19700218,165
19700219,148
19700220,136
19700221,156
19700222,146
19700223,134
19700224,109
19700225,146
19700226,142
19700227,136
19700228,129
19700229,1
19700301,112
19700302,168
19700303,140
19700304,111
19700305,112
19700306,149
19700307,139
19700308,134
19700309,150
19700310,159
19700311,140
19700312,161
19700313,133
19700314,135
19700315,161
19700316,134
19700317,140
19700318,130
19700319,115
19700320,111
19700321,103
19700322,65
19700323,100
19700324,132
19700325,97
19700326,112
19700327,88
19700328,98
19700329,51
19700330,110
19700331,100
19700401,101
19700402,93
19700403,66
19700404,69
19700405,51
19700406,81
19700407,113
19700408,95
19700409,109
19700410,133
19700411,107
19700412,100
19700413,102
19700414,111
19700415,78
19700416,118
19700417,117
19700418,154
19700419,79
19700420,140
19700421,126
19700422,123
19700423,119
19700424,130
19700425,124
19700426,119
19700427,121
19700428,114
19700429,152
19700430,121
19700501,100
19700502,105
19700503,80
19700504,123
19700505,108
19700506,120
19700507,123
19700508,90
19700509,97
19700510,74
19700511,67
19700512,94
19700513,74
19700514,61
19700515,52
19700516,46
19700517,60
19700518,55
19700519,73
19700520,81
19700521,64
19700522,93
19700523,117
19700524,115
19700525,106
19700526,78
19700527,92
19700528,73
19700529,85
19700530,87
19700531,81
19700601,91
19700602,92
19700603,120
19700604,87
19700605,105
19700606,101
19700607,85
19700608,58
19700609,38
19700610,56
19700611,70
19700612,47
19700613,68
19700614,46
19700615,70
19700616,75
19700617,76
19700618,56
19700619,59
19700620,84
19700621,49
19700622,61
19700623,57
19700624,58
19700625,71
19700626,56
19700627,65
19700628,44
19700629,59
19700630,73
19700701,43
19700702,37
19700703,33
19700704,25
19700705,40
19700706,37
19700707,34
19700708,26
19700709,45
19700710,32
19700711,51
19700712,58
19700713,57
19700714,38
19700715,39
19700716,43
19700717,42
19700718,29
19700719,38
19700720,60
19700721,58
19700722,64
19700723,68
19700724,51
19700725,58
19700726,52
19700727,71
19700728,57
19700729,41
19700730,45
19700731,43
19700801,53
19700802,49
19700803,55
19700804,54
19700805,65
19700806,79
19700807,53
19700808,68
19700809,79
19700810,83
19700811,66
19700812,80
19700813,67
19700814,34
19700815,49
19700816,40
19700817,34
19700818,34
19700819,34
19700820,43
19700821,40
19700822,34
19700823,48
19700824,51
19700825,44
19700826,57
19700827,55
19700828,48
19700829,59
19700830,63
19700831,73
19700901,70
19700902,60
19700903,61
19700904,65
19700905,66
19700906,67
19700907,60
19700908,69
19700909,66
19700910,43
19700911,44
19700912,49
19700913,63
19700914,57
19700915,55
19700916,58
19700917,53
19700918,48
19700919,43
19700920,44
19700921,46
19700922,55
19700923,55
19700924,58
19700925,53
19700926,23
19700927,17
19700928,34
19700929,34
19700930,17
19701001,30
19701002,32
19701003,31
19701004,49
19701005,58
19701006,52
19701007,46
19701008,53
19701009,33
19701010,46
19701011,36
19701012,40
19701013,16
19701014,46
19701015,41
19701016,46
19701017,51
19701018,57
19701019,47
19701020,45
19701021,39
19701022,41
19701023,34
19701024,51
19701025,34
19701026,52
19701027,36
19701028,9
19701029,26
19701030,32
19701031,40
19701101,41
19701102,54
19701103,71
19701104,64
19701105,67
19701106,69
19701107,60
19701108,43
19701109,53
19701110,46
19701111,32
19701112,56
19701113,48
19701114,51
19701115,52
19701116,39
19701117,30
19701118,47
19701119,51
19701120,50
19701121,35
19701122,16
19701123,44
19701124,45
19701125,73
19701126,52
19701127,25
19701128,36
19701129,42
19701130,31
19701201,15
19701202,28
19701203,29
19701204,30
19701205,30
19701206,45
19701207,43
19701208,46
19701209,32
19701210,27
19701211,41
19701212,27
19701213,26
19701214,45
19701215,49
19701216,33
19701217,30
19701218,35
19701219,30
19701220,21
19701221,31
19701222,22
19701223,31
19701224,40
19701225,14
19701226,23
19701227,25
19701228,27
19701229,19
19701230,25
19701231,20
1965-06-01,2
1965-07-01,1
1965-08-01,1
1965-09-01,2
1965-10-01,467
1965-10-02,751
1965-10-03,659
1965-10-04,613
1965-10-05,854
1965-10-06,761
1965-10-07,680
1965-10-08,800
1965-10-09,812
1965-10-10,928
1965-10-11,582
1965-10-12,593
1965-10-13,428
1965-10-14,525
1965-10-15,508
1965-10-16,592
1965-10-17,409
1965-10-18,544
1965-10-19,663
1965-10-20,648
1965-10-21,560
1965-10-22,667
1965-10-23,766
1965-10-24,760
1965-10-25,785
1965-10-26,896
1965-10-27,824
1965-10-28,687
1965-10-29,875
1965-10-30,932
1965-10-31,733
1965-11-01,774
1965-11-02,658
1965-11-03,654
1965-11-04,771
1965-11-05,667
1965-11-06,825
1965-11-07,741
1965-11-08,592
1965-11-09,686
1965-11-10,756
1965-11-11,828
1965-11-12,716
1965-11-13,872
1965-11-14,714
1965-11-15,793
1965-11-16,798
1965-11-17,781
1965-11-18,904
1965-11-19,825
1965-11-20,608
1965-11-21,610
1965-11-22,515
1965-11-23,662
1965-11-24,737
1965-11-25,610
1965-11-26,536
1965-11-27,457
1965-11-28,557
1965-11-29,708
1965-11-30,746
1965-12-01,699
1965-12-02,693
1965-12-03,767
1965-12-04,678
1965-12-05,686
1965-12-06,736
1965-12-07,715
1965-12-08,736
1965-12-09,818
1965-12-10,731
1965-12-11,736
1965-12-12,920
1965-12-13,790
1965-12-14,902
1965-12-15,813
1965-12-16,685
1965-12-17,497
1965-12-18,425
1965-12-19,557
1965-12-20,653
1965-12-21,718
1965-12-22,896
1965-12-23,861
1965-12-24,735
1965-12-25,37
1965-12-26,475
1965-12-27,691
1965-12-28,913
1965-12-29,762
1965-12-30,754
1965-12-31,767
19651001,30
19651002,39
19651003,33
19651004,27
19651005,39
19651006,38
19651007,30
19651008,28
19651009,27
19651010,54
19651011,25
19651012,17
19651013,6
19651014,17
19651015,24
19651016,29
19651017,23
19651018,27
19651019,34
19651020,29
19651021,19
19651022,30
19651023,35
19651024,29
19651025,40
19651026,32
19651027,48
19651028,39
19651029,44
19651030,48
19651031,42
19651101,19
19651102,17
19651103,16
19651104,15
19651105,26
19651106,17
19651107,14
19651108,31
19651109,20
19651110,16
19651111,22
19651112,27
19651113,34
19651114,23
19651115,12
19651116,15
19651117,15
19651118,21
19651119,19
19651120,14
19651121,12
19651122,7
19651123,12
19651124,8
19651125,9
19651126,9
19651127,5
19651128,7
19651129,4
19651130,5
19651201,5
19651202,6
19651203,10
19651204,14
19651205,13
19651206,21
19651207,6
19651208,10
19651209,17
19651210,10
19651211,5
19651212,17
19651213,26
19651214,21
19651215,18
19651216,14
19651217,18
19651218,13
19651219,28
19651220,16
19651221,11
19651222,26
19651223,22
19651224,7
19651226,20
19651227,13
19651228,24
19651229,20
19651230,20
19651231,11
1966-01-01,577
1966-01-02,677
1966-01-03,720
1966-01-04,742
1966-01-05,789
1966-01-06,824
1966-01-07,814
1966-01-08,761
1966-01-09,862
1966-01-10,802
1966-01-11,874
1966-01-12,794
1966-01-13,862
1966-01-14,783
1966-01-15,765
1966-01-16,823
1966-01-17,827
1966-01-18,795
1966-01-19,760
1966-01-20,439
1966-01-21,328
1966-01-22,317
1966-01-23,453
1966-01-24,819
1966-01-25,835
1966-01-26,750
1966-01-27,862
1966-01-28,648
1966-01-29,664
1966-01-30,857
1966-01-31,874
1966-02-01,942
1966-02-02,794
1966-02-03,928
1966-02-04,793
1966-02-05,649
1966-02-06,768
1966-02-07,953
1966-02-08,878
1966-02-09,911
1966-02-10,1039
1966-02-11,941
1966-02-12,1005
1966-02-13,817
1966-02-14,775
1966-02-15,1009
1966-02-16,845
1966-02-17,909
1966-02-18,879
1966-02-19,816
1966-02-20,796
1966-02-21,823
1966-02-22,963
1966-02-23,715
1966-02-24,690
1966-02-25,806
1966-02-26,917
1966-02-27,1005
1966-02-28,1028
1966-03-01,1029
1966-03-02,785
1966-03-03,989
1966-03-04,1143
1966-03-05,914
1966-03-06,1072
1966-03-07,1211
1966-03-08,997
1966-03-09,838
1966-03-10,844
1966-03-11,929
1966-03-12,1101
1966-03-13,1145
1966-03-14,1189
1966-03-15,1001
1966-03-16,976
1966-03-17,1138
1966-03-18,1033
1966-03-19,800
1966-03-20,1078
1966-03-21,1154
1966-03-22,1097
1966-03-23,1116
1966-03-24,1087
1966-03-25,948
1966-03-26,786
1966-03-27,871
1966-03-28,945
1966-03-29,1024
1966-03-30,917
1966-03-31,1075
1966-04-01,1823
1966-04-02,1866
1966-04-03,1981
1966-04-04,1877
1966-04-05,1660
1966-04-06,1708
1966-04-07,1625
1966-04-08,1559
1966-04-09,1403
1966-04-10,1598
1966-04-11,1648
1966-04-12,1450
1966-04-13,1531
1966-04-14,1793
1966-04-15,1686
1966-04-16,1843
1966-04-17,1666
1966-04-18,1568
1966-04-19,1735
1966-04-20,1762
1966-04-21,1940
1966-04-22,1914
1966-04-23,1869
1966-04-24,1718
1966-04-25,1754
1966-04-26,1846
1966-04-27,1844
1966-04-28,2077
1966-04-29,1875
1966-04-30,1800
1966-05-01,878
1966-05-02,785
1966-05-03,676
1966-05-04,549
1966-05-05,884
1966-05-06,779
1966-05-07,422
1966-05-08,693
1966-05-09,724
1966-05-10,1083
1966-05-11,1052
1966-05-12,1034
1966-05-13,1024
1966-05-14,803
1966-05-15,717
1966-05-16,723
1966-05-17,713
1966-05-18,821
1966-05-19,769
1966-05-20,699
1966-05-21,768
1966-05-22,848
1966-05-23,626
1966-05-24,847
1966-05-25,834
1966-05-26,828
1966-05-27,650
1966-05-28,789
1966-05-29,843
1966-05-30,797
1966-05-31,973
1966-06-01,1026
1966-06-02,1087
1966-06-03,1027
1966-06-04,856
1966-06-05,868
1966-06-06,882
1966-06-07,966
1966-06-08,1011
1966-06-09,1031
1966-06-10,977
1966-06-11,997
1966-06-12,979
1966-06-13,900
1966-06-14,978
1966-06-15,1121
1966-06-16,1031
1966-06-17,938
1966-06-18,973
1966-06-19,1012
1966-06-20,1060
1966-06-21,1014
1966-06-22,941
1966-06-23,1024
1966-06-24,1018
1966-06-25,930
1966-06-26,989
1966-06-27,1045
1966-06-28,882
1966-06-29,983
1966-06-30,958
1966-07-01,941
1966-07-02,1024
1966-07-03,1048
1966-07-04,1171
1966-07-05,1229
1966-07-06,1263
1966-07-07,1116
1966-07-08,1149
1966-07-09,1175
1966-07-10,1308
1966-07-11,1255
1966-07-12,1148
1966-07-13,1130
1966-07-14,1144
1966-07-15,1094
1966-07-16,1131
1966-07-17,1136
1966-07-18,1051
1966-07-19,1264
1966-07-20,1204
1966-07-21,1214
1966-07-22,1145
1966-07-23,1080
1966-07-24,1125
1966-07-25,897
1966-07-26,1108
1966-07-27,1251
1966-07-28,1202
1966-07-29,1343
1966-07-30,1295
1966-07-31,1261
1966-08-01,1072
1966-08-02,733
1966-08-03,1167
1966-08-04,1160
1966-08-05,1185
1966-08-06,1221
1966-08-07,1309
1966-08-08,1404
1966-08-09,1358
1966-08-10,1276
1966-08-11,1352
1966-08-12,1312
1966-08-13,1314
1966-08-14,1273
1966-08-15,1315
1966-08-16,1350
1966-08-17,1166
1966-08-18,1209
1966-08-19,1250
1966-08-20,1252
1966-08-21,1195
1966-08-22,1068
1966-08-23,1110
1966-08-24,1410
1966-08-25,1446
1966-08-26,1377
1966-08-27,1246
1966-08-28,1215
1966-08-29,1292
1966-08-30,1353
1966-08-31,1055
1966-09-01,1269
1966-09-02,1341
1966-09-03,1355
1966-09-04,1622
1966-09-05,1593
1966-09-06,1704
1966-09-07,1314
1966-09-08,1556
1966-09-09,1609
1966-09-10,1411
1966-09-11,1230
1966-09-12,1170
1966-09-13,1140
1966-09-14,1141
1966-09-15,1373
1966-09-16,1334
1966-09-17,1216
1966-09-18,1203
1966-09-19,1301
1966-09-20,1243
1966-09-21,1335
1966-09-22,1297
1966-09-23,1184
1966-09-24,1094
1966-09-25,1153
1966-09-26,1179
1966-09-27,1464
1966-09-28,1261
1966-09-29,1372
1966-09-30,908
1966-10-01,1378
1966-10-02,1731
1966-10-03,1673
1966-10-04,1581
1966-10-05,1154
1966-10-06,1502
1966-10-07,1585
1966-10-08,1412
1966-10-09,1286
1966-10-10,1647
1966-10-11,1303
1966-10-12,1465
1966-10-13,1493
1966-10-14,1455
1966-10-15,1127
1966-10-16,1091
1966-10-17,967
1966-10-18,838
1966-10-19,995
1966-10-20,1022
1966-10-21,1022
1966-10-22,752
1966-10-23,675
1966-10-24,888
1966-10-25,948
1966-10-26,1047
1966-10-27,1287
1966-10-28,1007
1966-10-29,1128
1966-10-30,999
1966-10-31,1150
1966-11-01,1350
1966-11-02,1547
1966-11-03,1662
1966-11-04,1630
1966-11-05,1486
1966-11-06,1387
1966-11-07,1579
1966-11-08,1556
1966-11-09,1484
1966-11-10,1336
1966-11-11,1427
1966-11-12,1028
1966-11-13,1260
1966-11-14,1095
1966-11-15,958
1966-11-16,870
1966-11-17,1115
1966-11-18,1115
1966-11-19,1192
1966-11-20,1154
1966-11-21,1186
1966-11-22,1295
1966-11-23,1327
1966-11-24,1630
1966-11-25,864
1966-11-26,856
1966-11-27,928
1966-11-28,1169
1966-11-29,1247
1966-11-30,1032
1966-12-01,994
1966-12-02,1139
1966-12-03,1068
1966-12-04,1448
1966-12-05,1351
1966-12-06,1271
1966-12-07,1378
1966-12-08,1332
1966-12-09,1317
1966-12-10,1454
1966-12-11,1633
1966-12-12,1586
1966-12-13,1372
1966-12-14,1188
1966-12-15,1386
1966-12-16,1310
1966-12-17,1389
1966-12-18,1661
1966-12-19,1789
1966-12-20,1701
1966-12-21,1683
1966-12-22,1211
1966-12-23,1075
1966-12-24,456
1966-12-25,598
1966-12-26,1181
1966-12-27,1020
1966-12-28,941
1966-12-29,1024
1966-12-30,998
1966-12-31,279
1967-01-01,309
1967-01-02,982
1967-01-03,1076
1967-01-04,1151
1967-01-05,1325
1967-01-06,1459
1967-01-07,1367
1967-01-08,1217
1967-01-09,1348
1967-01-10,1247
1967-01-11,1224
1967-01-12,1625
1967-01-13,1528
1967-01-14,1248
1967-01-15,1280
1967-01-16,1337
1967-01-17,1457
1967-01-18,1388
1967-01-19,1564
1967-01-20,1723
1967-01-21,1639
1967-01-22,1265
1967-01-23,1151
1967-01-24,1350
1967-01-25,1500
1967-01-26,1776
1967-01-27,1661
1967-01-28,1875
1967-01-29,1660
1967-01-30,1421
1967-01-31,1527
1967-02-01,1512
1967-02-02,1619
1967-02-03,1771
1967-02-04,1758
1967-02-05,1759
1967-02-06,1934
1967-02-07,1772
1967-02-08,913
1967-02-09,851
1967-02-10,866
1967-02-11,714
1967-02-12,1364
1967-02-13,1636
1967-02-14,1535
1967-02-15,1729
1967-02-16,1714
1967-02-17,1806
1967-02-18,1612
1967-02-19,1783
1967-02-20,1934
1967-02-21,1899
1967-02-22,1749
1967-02-23,1769
1967-02-24,1735
1967-02-25,1574
1967-02-26,1358
1967-02-27,1458
1967-02-28,1526
1967-03-01,1745
1967-03-02,1776
1967-03-03,1722
1967-03-04,1494
1967-03-05,1371
1967-03-06,1200
1967-03-07,1291
1967-03-08,1487
1967-03-09,1392
1967-03-10,1203
1967-03-11,1291
1967-03-12,1440
1967-03-13,1599
1967-03-14,1775
1967-03-15,1215
1967-03-16,1570
1967-03-17,1540
1967-03-18,1346
1967-03-19,1513
1967-03-20,1467
1967-03-21,1513
1967-03-22,1322
1967-03-23,1462
1967-03-24,1460
1967-03-25,1378
1967-03-26,1605
1967-03-27,1623
1967-03-28,1727
1967-03-29,1580
1967-03-30,1766
1967-03-31,1826
1967-04-01,1691
1967-04-02,1534
1967-04-03,1712
1967-04-04,1505
1967-04-05,1527
1967-04-06,1622
1967-04-07,1668
1967-04-08,1821
1967-04-09,1678
1967-04-10,1854
1967-04-11,1630
1967-04-12,1492
1967-04-13,1294
1967-04-14,1665
1967-04-15,1677
1967-04-16,1697
1967-04-17,1716
1967-04-18,1634
1967-04-19,1817
1967-04-20,1598
1967-04-21,1902
1967-04-22,1797
1967-04-23,1636
1967-04-24,1496
1967-04-25,1631
1967-04-26,1717
1967-04-27,1677
1967-04-28,1914
1967-04-29,1707
1967-04-30,1731
1967-05-01,3030
1967-05-02,2812
1967-05-03,3088
1967-05-04,2883
1967-05-05,3055
1967-05-06,2159
1967-05-07,2946
1967-05-08,2935
1967-05-09,2945
1967-05-10,3249
1967-05-11,3168
1967-05-12,3119
1967-05-13,2783
1967-05-14,3000
1967-05-15,2996
1967-05-16,3429
1967-05-17,3250
1967-05-18,3051
1967-05-19,2996
1967-05-20,3153
1967-05-21,3060
1967-05-22,3160
1967-05-23,1608
1967-05-24,3159
1967-05-25,2878
1967-05-26,3158
1967-05-27,2745
1967-05-28,2789
1967-05-29,2814
1967-05-30,2821
1967-05-31,2819
1967-06-01,1614
1967-06-02,1551
1967-06-03,1578
1967-06-04,1195
1967-06-05,1244
1967-06-06,1233
1967-06-07,1491
1967-06-08,1344
1967-06-09,1429
1967-06-10,1609
1967-06-11,1578
1967-06-12,1600
1967-06-13,1664
1967-06-14,1649
1967-06-15,1615
1967-06-16,1821
1967-06-17,1749
1967-06-18,1816
1967-06-19,1849
1967-06-20,1689
1967-06-21,1685
1967-06-22,1849
1967-06-23,1852
1967-06-24,1599
1967-06-25,1673
1967-06-26,1480
1967-06-27,1457
1967-06-28,1520
